word,Codes,IncelTears,IncelsInAction,Truefemcels,BrainCels,MGTOW,IncelsWithoutHate,badwomensanatomy
escortceling,LOA - SM,0.0,0.0,0.0,90.91,2.27,6.82,0.0
escortcelling,LOA - SM,2.38,0.0,0.0,92.86,0.0,4.76,0.0
escortcels,LOA - SM,8.11,1.35,4.05,81.08,2.7,2.7,0.0
fellowcels,LOA - SM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
finalfantasycel,LOA - SM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
incelistan,LOA - SM,0.44,0.0,0.0,99.13,0.0,0.44,0.0
incellah,LOA - SM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
incelocalypse,LOA - SM,58.33,0.0,0.0,37.5,0.0,4.17,0.0
incelosphere,LOA - SM,16.0,0.0,0.0,80.0,0.0,4.0,0.0
incelqueer,LOA - SM,0.0,0.0,0.0,95.0,5.0,0.0,0.0
incelqueers,LOA - SM,8.33,0.0,0.0,88.33,3.33,0.0,0.0
incelspeak,LOA - SM,57.14,0.0,0.0,28.57,14.29,0.0,0.0
incelsphere,LOA - SM,52.63,0.0,0.0,42.11,0.0,5.26,0.0
iqcel,LOA - SM,0.0,0.0,1.04,98.96,0.0,0.0,0.0
iqcels,LOA - SM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
itcels,LOA - SM,0.0,0.0,7.14,92.86,0.0,0.0,0.0
iters,LOA - SM,14.71,0.0,0.0,76.47,0.0,8.82,0.0
lazycel,LOA - SM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
locationcel,LOA - SM,7.14,0.0,5.36,87.5,0.0,0.0,0.0
lowiqcel,LOA - SM,0.0,0.0,4.62,95.38,0.0,0.0,0.0
lowiqcels,LOA - SM,0.0,0.0,0.0,97.06,2.94,0.0,0.0
modricel,LOA - SM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
neetcel,LOA - SM,2.27,0.0,0.0,97.73,0.0,0.0,0.0
neetcels,LOA - SM,4.17,0.0,0.0,95.83,0.0,0.0,0.0
neetdom,LOA - SM,0.0,0.0,3.33,70.0,16.67,10.0,0.0
neeting,LOA - SM,5.88,0.0,0.0,82.35,0.0,11.76,0.0
pedocel,LOA - SM,10.0,0.0,0.0,90.0,0.0,0.0,0.0
pedocels,LOA - SM,12.5,0.0,0.0,87.5,0.0,0.0,0.0
weebcel,LOA - SM,0.0,0.0,0.0,93.33,0.0,6.67,0.0
weebcels,LOA - SM,0.0,0.0,0.0,77.78,0.0,22.22,0.0
braincell,Member,21.74,4.35,0.0,17.39,52.17,4.35,0.0
femcel,Member,0.97,0.0,78.54,13.72,1.11,5.67,0.0
femcels,Member,1.16,0.0,69.66,18.2,2.09,8.89,0.0
incels,Member,24.25,0.39,3.49,53.56,10.5,7.4,0.42
mghow,Member,0.0,0.0,0.0,0.0,99.8,0.2,0.0
mgotw,Member,2.38,0.0,0.0,2.98,94.64,0.0,0.0
mgow,Member,0.0,0.0,0.0,0.0,100.0,0.0,0.0
mgtowers,Member,0.24,0.0,0.24,6.71,92.81,0.0,0.0
mgtows,Member,0.65,0.01,0.3,2.16,96.47,0.4,0.02
migtow,Member,0.0,0.0,0.0,0.0,100.0,0.0,0.0
trper,Member,5.0,0.0,0.0,10.0,83.33,0.0,1.67
truefemcels,Member,0.0,0.0,16.25,68.75,5.0,10.0,0.0
austistic,MH,0.0,0.0,0.0,40.0,40.0,20.0,0.0
copers,MH,0.67,0.0,0.67,92.93,3.7,2.02,0.0
deathfuel,MH,0.0,0.0,0.0,100.0,0.0,0.0,0.0
gigacope,MH,0.81,0.0,0.81,95.16,0.81,2.42,0.0
gymcope,MH,0.0,0.0,0.0,100.0,0.0,0.0,0.0
hopecel,MH,6.25,0.0,0.0,75.0,0.0,18.75,0.0
hopefuel,MH,0.0,0.0,12.5,87.5,0.0,0.0,0.0
itsover,MH,5.0,0.0,0.0,95.0,0.0,0.0,0.0
ldar,MH,5.29,0.03,2.18,88.71,1.27,2.51,0.0
ldared,MH,0.0,0.0,5.26,94.74,0.0,0.0,0.0
ldaring,MH,3.95,0.0,1.75,88.6,1.54,4.17,0.0
lifefuel,MH,2.33,0.0,6.61,88.47,0.39,2.2,0.0
megacope,MH,0.0,0.0,0.0,95.0,5.0,0.0,0.0
mental cel,MH,,,,,,,
mentalcel,MH,1.33,0.05,7.59,86.93,0.32,3.77,0.0
mentalcels,MH,1.81,0.0,4.52,87.8,0.11,5.76,0.0
monkmode,MH,0.0,0.0,0.0,3.51,92.98,3.51,0.0
nsfl,MH,3.28,0.0,0.0,13.11,72.13,0.0,11.48
personalitycels,MH,0.0,0.0,25.0,68.75,0.0,6.25,0.0
ragefuel,MH,2.22,0.0,1.48,92.59,2.22,1.48,0.0
sanctionedsuicide,MH,14.29,0.0,2.38,64.29,16.67,2.38,0.0
suicidefuel,MH,1.82,0.0,1.82,94.55,0.0,1.82,0.0
suicidewatch,MH,45.14,0.0,4.86,27.08,19.44,3.47,0.0
suiciding,MH,4.0,0.0,2.0,54.0,38.0,2.0,0.0
suifeul,MH,0.0,0.0,16.67,83.33,0.0,0.0,0.0
suifuel,MH,1.4,0.0,12.07,84.27,0.22,2.05,0.0
suiwatch,MH,0.0,0.0,0.0,100.0,0.0,0.0,0.0
supportcel,MH,43.69,0.0,0.0,28.16,0.0,28.16,0.0
desexualized,OF,30.0,0.0,0.0,40.0,30.0,0.0,0.0
femcentric,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
feminasties,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
feminizes,OF,11.11,0.0,0.0,16.67,72.22,0.0,0.0
femnazi,OF,1.72,0.0,0.0,8.62,89.66,0.0,0.0
fempire,OF,0.0,0.0,0.0,33.33,58.33,0.0,8.33
fempocalypse,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
femspeak,OF,0.0,0.0,0.0,0.0,80.0,20.0,0.0
femtard,OF,0.0,0.0,0.0,2.7,97.3,0.0,0.0
gynocentic,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
gynocentrics,OF,0.0,0.0,0.0,7.14,92.86,0.0,0.0
gynocracy,OF,0.0,0.0,0.0,2.25,97.23,0.52,0.0
gynocratic,OF,0.0,0.0,0.0,1.23,98.77,0.0,0.0
meetoo,OF,0.0,0.0,0.0,7.84,92.16,0.0,0.0
meninism,OF,1.96,0.0,0.0,9.8,88.24,0.0,0.0
menkampf,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
mensez,OF,0.0,0.0,0.0,0.0,0.0,0.0,100.0
misandrous,OF,7.69,0.0,0.0,7.69,76.92,7.69,0.0
muhsoggyknee,OF,0.0,0.0,0.0,36.36,63.64,0.0,0.0
nawalts,OF,0.0,0.0,0.0,1.61,98.27,0.12,0.0
oppreshun,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
pedestalise,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
pedestalization,OF,0.0,0.0,0.0,4.08,91.84,4.08,0.0
pedestalize,OF,1.94,0.0,2.91,11.65,81.55,1.94,0.0
pedestalized,OF,2.63,0.0,2.63,18.42,73.68,2.63,0.0
pedestalizing,OF,0.97,0.0,0.0,6.8,89.32,2.91,0.0
plowhorse,OF,7.69,0.0,0.0,7.69,84.62,0.0,0.0
poundmetoo,OF,0.0,0.0,0.0,0.53,99.47,0.0,0.0
providership,OF,0.0,0.0,0.0,7.69,92.31,0.0,0.0
pussification,OF,0.0,0.0,0.0,3.92,96.08,0.0,0.0
pussyhat,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tradcon,OF,0.35,0.0,0.17,0.98,98.5,0.0,0.0
tradcons,OF,0.24,0.0,0.06,1.09,98.55,0.06,0.0
tradcuckery,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tradecon,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tradthot,OF,0.0,0.0,1.18,4.71,94.12,0.0,0.0
tradthots,OF,0.0,0.0,0.0,9.28,90.72,0.0,0.0
tradwife,OF,0.0,0.0,11.11,0.0,88.89,0.0,0.0
trannymax,OF,0.0,0.0,0.0,100.0,0.0,0.0,0.0
trannymaxx,OF,0.0,0.0,0.0,100.0,0.0,0.0,0.0
triggerd,OF,0.0,0.0,0.0,36.36,63.64,0.0,0.0
trigglypuff,OF,2.27,0.0,0.0,4.55,93.18,0.0,0.0
womansplain,OF,0.0,0.0,0.0,30.0,60.0,0.0,10.0
womanspreading,OF,0.0,0.0,0.0,0.0,100.0,0.0,0.0
soginy,OF ,0.0,0.0,0.0,0.0,100.0,0.0,0.0
acalt,TM,0.0,0.0,0.0,4.55,95.45,0.0,0.0
biotroofs,TM,0.0,0.0,0.0,40.0,60.0,0.0,0.0
biotruth,TM,0.0,0.0,0.0,0.0,0.0,0.0,100.0
biotruths,TM,66.67,0.0,0.0,16.67,0.0,0.0,16.67
boobologist,TM,0.0,0.0,0.0,0.0,0.0,0.0,100.0
catcel,TM,11.11,0.0,0.0,88.89,0.0,0.0,0.0
catcels,TM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
dogpill,TM,3.57,0.0,0.0,75.0,3.57,17.86,0.0
inceldense,TM,31.25,0.0,0.0,62.5,0.0,6.25,0.0
inceltards,TM,5.0,0.0,0.0,95.0,0.0,0.0,0.0
incelz,TM,0.0,0.0,0.0,66.67,22.22,11.11,0.0
inzel,TM,4.35,0.0,0.0,86.96,4.35,4.35,0.0
jooz,TM,0.0,0.0,0.0,53.85,46.15,0.0,0.0
misogynatomy,TM,0.0,0.0,0.0,1.79,0.0,0.0,98.21
nopoop,TM,0.0,0.0,0.0,3.85,96.15,0.0,0.0
pigtow,TM,17.65,0.0,0.0,0.0,82.35,0.0,0.0
poscels,TM,30.0,0.0,0.0,22.5,0.0,47.5,0.0
puahate,TM,20.59,0.0,0.0,59.8,6.86,11.76,0.98
racistcel,TM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
rapecel,TM,10.0,0.0,0.0,80.0,0.0,10.0,0.0
retardcel,TM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
retardcels,TM,0.0,0.0,0.0,100.0,0.0,0.0,0.0
rightcels,TM,0.0,0.0,0.0,95.24,0.0,4.76,0.0
righters,TM,5.79,0.0,1.65,52.07,39.67,0.0,0.83
terper,TM,7.69,0.0,23.08,38.46,23.08,0.0,7.69
terpers,TM,8.7,0.0,0.0,13.04,78.26,0.0,0.0
